marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,match_type,score,levenshtein_distance_norm_noaccent,sequence_ratio_norm_noaccent
troublée,2,1,3,3,trouille,peur,fuzzy_levenshtein_or_sequence,0.75,2,0.75
vienne,2,1,3,1,vilenie,degout,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
électrisée,1,2,3,1,risée,mepris,lexicon_substring_of_marker,0.5,5,0.6667
émerveillés,1,2,3,1,émerveillé,admiration,lexicon_prefix_of_marker,0.9091,1,0.9524
émerveillés,1,2,3,2,émerveiller,admiration,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
émerveillés,1,2,3,3,merveille,joie,lexicon_substring_of_marker,0.8182,2,0.9
énerv,3,0,3,1,énervé,colere,marker_prefix_of_lexicon_term,0.8333,1,0.9091
énerv,3,0,3,2,énerver,colere,marker_prefix_of_lexicon_term,0.7143,2,0.8333
énerv,3,0,3,3,énervant,colere,marker_prefix_of_lexicon_term,0.625,3,0.7692
énerv,3,0,3,4,énervement,colere,marker_prefix_of_lexicon_term,0.5,5,0.6667
énerv,3,0,3,5,désénerver,apaisement,marker_substring_of_lexicon_term,0.5,5,0.6667
énervait,1,2,3,1,énervant,colere,fuzzy_levenshtein_or_sequence,0.875,1,0.875
étonnerait,1,2,3,1,étonner,surprise,lexicon_prefix_of_marker,0.7,3,0.8235
étonnerait,1,2,3,2,étonné,surprise,lexicon_prefix_of_marker,0.6,4,0.75
étonnée,2,1,3,1,étonner,surprise,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
étonnée,2,1,3,2,étonné,surprise,lexicon_prefix_of_marker,0.8571,1,0.9231
accablé,0,2,2,1,accabler,tristesse,marker_prefix_of_lexicon_term,0.875,1,0.9333
accablé,0,2,2,2,aimable,amour,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
accablé,0,2,2,3,affable,empathie,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
accablé,0,2,2,4,accablement,tristesse,marker_prefix_of_lexicon_term,0.6364,4,0.7778
achevé,1,1,2,1,lâcheté,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
admiratif,1,1,2,1,admiration,admiration,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
admiratifs,1,1,2,1,admiration,admiration,fuzzy_levenshtein_or_sequence,0.8,2,0.8
affligés,1,1,2,1,affliger,tristesse,fuzzy_levenshtein_or_sequence,0.875,1,0.875
aient,1,1,2,1,amant,amour,fuzzy_levenshtein_or_sequence,0.6,2,0.6
alarmantes,1,1,2,1,alarmant,peur,lexicon_prefix_of_marker,0.8,2,0.8889
alarmants,1,1,2,1,alarmant,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
angoissantes,1,1,2,1,angoissant,peur,lexicon_prefix_of_marker,0.8333,2,0.9091
angoissés,1,1,2,1,angoissé,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
angoissés,1,1,2,2,angoisse,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
angoissés,1,1,2,3,angoisser,peur,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
arrive,1,1,2,1,irrité,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
arrivé,1,1,2,1,irrité,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
arrêter,1,1,2,1,irriter,deplaisir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
arrêter,1,1,2,2,appéter,desir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
attaque,1,1,2,1,patraque,tristesse,fuzzy_levenshtein_or_sequence,0.8,2,0.8
bactérie,1,1,2,1,fâcherie,colere,fuzzy_levenshtein_or_sequence,0.75,2,0.75
beaux,1,1,2,1,béat,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
blessant,1,1,2,1,lassant,comportement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
bonbon,1,1,2,1,bougon,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
bonnes,1,1,2,1,bonté,empathie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
cauchemars,1,1,2,1,cauchemar,peur,lexicon_prefix_of_marker,0.9,1,0.9474
chimique,1,1,2,1,critique,mepris,fuzzy_levenshtein_or_sequence,0.75,2,0.75
concerner,1,1,2,1,consterner,tristesse,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
consterné,1,1,2,1,consterner,tristesse,marker_prefix_of_lexicon_term,0.9,1,0.9474
crains,1,1,2,1,crainte,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
craintes,1,1,2,1,crainte,peur,lexicon_prefix_of_marker,0.875,1,0.9333
craintes,1,1,2,2,craintif,peur,fuzzy_levenshtein_or_sequence,0.75,2,0.75
crocs,1,1,2,1,éros,amour,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
côte,1,1,2,1,honte,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
côte,1,1,2,2,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
d'amour,1,1,2,1,amour,amour,lexicon_substring_of_marker,0.7143,2,0.8333
d'angoisse,1,1,2,1,angoissé,peur,lexicon_substring_of_marker,0.8,2,0.8889
d'angoisse,1,1,2,2,angoisse,peur,lexicon_substring_of_marker,0.8,2,0.8889
dieux,1,1,2,1,odieux,degout,marker_substring_of_lexicon_term,0.8333,1,0.9091
dieux,1,1,2,2,piteux,mepris,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
dieux,1,1,2,3,rieur,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
dieux,1,1,2,4,miséricordieux,empathie,marker_substring_of_lexicon_term,0.3571,9,0.5263
différent,1,1,2,1,déférent,admiration,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
différent,1,1,2,2,indifférent,impassibilite,marker_substring_of_lexicon_term,0.8182,2,0.9
dramatiques,1,1,2,1,dramatique,tristesse,lexicon_prefix_of_marker,0.9091,1,0.9524
droit,1,1,2,1,dépit,deplaisir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
droit,1,1,2,2,drôle,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
décider,1,1,2,1,désirer,desir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
décider,1,1,2,2,dépiter,deplaisir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
décidé,1,1,2,1,dépité,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
décidé,1,1,2,2,délice,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
découragés,1,1,2,1,décourager,tristesse,fuzzy_levenshtein_or_sequence,0.9,1,0.9
découragés,1,1,2,2,courage,audace,lexicon_substring_of_marker,0.7,3,0.8235
dégoutée,1,1,2,1,dégoûté,degout,lexicon_prefix_of_marker,0.875,1,0.9333
dégoutée,1,1,2,2,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.875,1,0.875
dégoutée,1,1,2,3,dégoût,degout,lexicon_prefix_of_marker,0.75,2,0.8571
dégoûtantes,1,1,2,1,dégoûtant,degout,lexicon_prefix_of_marker,0.8182,2,0.9
dégoûtantes,1,1,2,2,dégoût,degout,lexicon_prefix_of_marker,0.5455,5,0.7059
dégoûtants,1,1,2,1,dégoûtant,degout,lexicon_prefix_of_marker,0.9,1,0.9474
dégoûtants,1,1,2,2,dégoût,degout,lexicon_prefix_of_marker,0.6,4,0.75
dégât,1,1,2,1,dégoût,degout,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
dégât,1,1,2,2,état,non_specifiee,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
dégât,1,1,2,3,béat,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
dégât,1,1,2,4,régal,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
dégât,1,1,2,5,dépit,deplaisir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
démoralisé,1,1,2,1,démoraliser,tristesse,marker_prefix_of_lexicon_term,0.9091,1,0.9524
démoralisés,1,1,2,1,démoraliser,tristesse,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
effet,1,1,2,1,affect,non_specifiee,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
effraient,1,1,2,1,effrayant,peur,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
embêtées,1,1,2,1,embêter,deplaisir,fuzzy_levenshtein_or_sequence,0.8,2,0.8
engagé,1,1,2,1,enragé,colere,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
engagé,1,1,2,2,enrager,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
ennuie,1,1,2,1,ennui,tristesse,lexicon_prefix_of_marker,0.8333,1,0.9091
ennuie,1,1,2,2,ennuyé,tristesse,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
ennuie,1,1,2,3,ennuyer,tristesse,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
ennuie,1,1,2,4,envie,desir,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
entière,1,1,2,1,envier,jalousie,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
entoure,1,1,2,1,enjoué,joie,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
entraîne,1,1,2,1,entrain,joie,lexicon_prefix_of_marker,0.875,1,0.9333
entraîner,1,1,2,1,entrain,joie,lexicon_prefix_of_marker,0.7778,2,0.875
erreur,1,1,2,1,terreur,peur,marker_substring_of_lexicon_term,0.8571,1,0.9231
erreur,1,1,2,2,horreur,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
erreur,1,1,2,3,rieur,joie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
erreur,1,1,2,4,fureur,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
erreurs,1,1,2,1,terreur,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
exaspérés,1,1,2,1,exaspérer,colere,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
existant,1,1,2,1,excitant,comportement,fuzzy_levenshtein_or_sequence,0.875,2,0.875
existant,1,1,2,2,exaltant,joie,fuzzy_levenshtein_or_sequence,0.75,2,0.75
existe,1,1,2,1,excité,comportement,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
existe,1,1,2,2,égoïste,orgueil,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
existe,1,1,2,3,triste,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
existe,1,1,2,4,exalté,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
facteur,1,1,2,1,flatteur,admiration,fuzzy_levenshtein_or_sequence,0.8,2,0.8
facteur,1,1,2,2,fâcher,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
facteur,1,1,2,3,fâcheux,colere,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
fasse,1,1,2,1,lasser,comportement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
fasse,1,1,2,2,fâché,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
fasse,1,1,2,3,faute,culpabilite,fuzzy_levenshtein_or_sequence,0.6,2,0.6
faut,1,1,2,1,faute,culpabilite,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
faut,1,1,2,2,fautif,culpabilite,fuzzy_levenshtein_or_sequence,0.8,2,0.8
fesse,1,1,2,1,liesse,joie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
fierter,2,0,2,1,fierté,fierte,lexicon_prefix_of_marker,0.8571,1,0.9231
fierter,2,0,2,2,flirter,amour,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
fierter,2,0,2,3,alerter,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
finie,1,1,2,1,fiancé,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
finie,1,1,2,2,pitié,empathie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
finie,1,1,2,3,pitie,empathie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
finie,1,1,2,4,furie,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
finir,2,0,2,1,fier,fierte,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
foyer,1,1,2,1,fier,fierte,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
furieuses,1,1,2,1,furie,colere,lexicon_prefix_of_marker,0.5556,4,0.7143
félicite,1,1,2,1,félicité,joie,fuzzy_levenshtein_or_sequence,1.0,0,1.0
graves,1,1,2,1,braver,audace,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
grosse,1,1,2,1,frousse,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
habitation,1,1,2,1,agitation,comportement,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
hilares,1,1,2,1,hilare,joie,lexicon_prefix_of_marker,0.8571,1,0.9231
humiliées,1,1,2,1,humilier,embarras,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
humiliées,1,1,2,2,humilié,embarras,lexicon_prefix_of_marker,0.7778,2,0.875
humiliés,1,1,2,1,humilié,embarras,lexicon_prefix_of_marker,0.875,1,0.9333
humiliés,1,1,2,2,humilier,embarras,fuzzy_levenshtein_or_sequence,0.875,1,0.875
hurle,1,1,2,1,hurler,comportement,marker_prefix_of_lexicon_term,0.8333,1,0.9091
hurle,1,1,2,2,furie,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
hurle,1,1,2,3,hurlement,comportement,marker_prefix_of_lexicon_term,0.5556,4,0.7143
important,1,1,2,1,importun,colere,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
inattendue,1,1,2,1,tendu,deplaisir,lexicon_substring_of_marker,0.5,5,0.6667
inquiétanter,2,0,2,1,inquiétant,peur,lexicon_prefix_of_marker,0.8333,2,0.9091
inquiétanter,2,0,2,2,inquiet,peur,lexicon_prefix_of_marker,0.5833,5,0.7368
inquiétanter,2,0,2,3,quiet,apaisement,lexicon_substring_of_marker,0.4167,7,0.5882
isolées,1,1,2,1,isoler,tristesse,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
isolées,1,1,2,2,isolé,tristesse,lexicon_prefix_of_marker,0.7143,2,0.8333
jalousies,1,1,2,1,jalousie,jalousie,lexicon_prefix_of_marker,0.8889,1,0.9412
jalousies,1,1,2,2,jalouser,jalousie,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
jeune,1,1,2,1,peine,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
joli,0,2,2,1,jouir,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
joviales,1,1,2,1,jovial,joie,lexicon_prefix_of_marker,0.75,2,0.8571
joyeuse,1,1,2,1,joyeuseté,joie,marker_prefix_of_lexicon_term,0.7778,2,0.875
joyeuse,1,1,2,2,joyeux,joie,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
joyeuse,1,1,2,3,joyeusement,joie,marker_prefix_of_lexicon_term,0.6364,4,0.7778
léger,1,1,2,1,vexer,embarras,fuzzy_levenshtein_or_sequence,0.6,2,0.6
léger,1,1,2,2,rager,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
légère,1,1,2,1,pépère,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
malheureuses,1,1,2,1,malheur,tristesse,lexicon_prefix_of_marker,0.5833,5,0.7368
mauvaises,1,1,2,1,mauvaiseté,inhumanite,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
menacées,1,1,2,1,menacer,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
menacées,1,1,2,2,menacé,peur,lexicon_prefix_of_marker,0.75,2,0.8571
menacées,1,1,2,3,menace,peur,lexicon_prefix_of_marker,0.75,2,0.8571
menaçants,1,1,2,1,menaçant,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
ministres,1,1,2,1,sinistre,peur,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
mécontentes,1,1,2,1,mécontenter,colere,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
mécontentes,1,1,2,2,mécontent,colere,lexicon_prefix_of_marker,0.8182,2,0.9
mécontentes,1,1,2,3,content,joie,lexicon_substring_of_marker,0.6364,4,0.7778
méfiantes,1,1,2,1,méfiance,peur,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
méfiantes,1,1,2,2,méfiant,peur,lexicon_prefix_of_marker,0.7778,2,0.875
méfiants,1,1,2,1,méfiant,peur,lexicon_prefix_of_marker,0.875,1,0.9333
méfiants,1,1,2,2,défiant,audace,fuzzy_levenshtein_or_sequence,0.8,2,0.8
méfiants,1,1,2,3,méfiance,peur,fuzzy_levenshtein_or_sequence,0.75,2,0.75
neige,1,1,2,1,peine,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.4
nerveuse,1,1,2,1,nerveux,comportement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
nerveuse,1,1,2,2,nerveusement,comportement,marker_prefix_of_lexicon_term,0.6667,4,0.8
oeil,2,0,2,1,péril,peur,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
oeil,2,0,2,2,deuil,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
onde,1,1,2,1,honte,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
onde,1,1,2,2,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
ondes,1,1,2,1,condescendre,mepris,marker_substring_of_lexicon_term,0.4167,7,0.5882
ondes,1,1,2,2,condescendant,mepris,marker_substring_of_lexicon_term,0.3846,8,0.5556
ondes,1,1,2,3,condescendance,mepris,marker_substring_of_lexicon_term,0.3571,9,0.5263
opposer,1,1,2,1,reposer,apaisement,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
opposé,1,1,2,1,reposé,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
passe,1,1,2,1,spasme,comportement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
passe,1,1,2,2,lasser,comportement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
passe,1,1,2,3,apaisé,apaisement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
passe,1,1,2,4,pâle,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
passe,1,1,2,5,outrepasser,audace,marker_substring_of_lexicon_term,0.4545,6,0.625
patron,1,1,2,1,poltron,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
peines,1,1,2,1,peine,tristesse,lexicon_prefix_of_marker,0.8333,1,0.9091
peines,1,1,2,2,peiner,tristesse,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
petite,1,1,2,1,pitié,empathie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
petite,1,1,2,2,pitie,empathie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
petite,1,1,2,3,peine,tristesse,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
petite,1,1,2,4,dépité,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
piste,1,1,2,1,pitié,empathie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
piste,1,1,2,2,pitie,empathie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
piste,1,1,2,3,triste,tristesse,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
piste,1,1,2,4,piètre,mepris,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
piste,1,1,2,5,pester,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
pistes,1,1,2,1,pester,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
poisson,1,1,2,1,frisson,comportement,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
possible,1,1,2,1,paisible,apaisement,fuzzy_levenshtein_or_sequence,0.75,2,0.75
proposer,1,1,2,1,reposer,apaisement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
provoque,1,1,2,1,provoquer,non_specifiee,marker_prefix_of_lexicon_term,0.8889,1,0.9412
préoccupants,1,1,2,1,préoccupant,peur,lexicon_prefix_of_marker,0.9167,1,0.9565
punir,1,1,2,1,pâlir,comportement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
quelqu,1,1,2,1,en vouloir à quelqu'un,ressentiment,marker_substring_of_lexicon_term,0.2727,16,0.4286
redoutant,1,1,2,1,rebutant,degout,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
redoutant,1,1,2,2,révoltant,colere,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
redoutant,1,1,2,3,dégoûtant,degout,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
redouté,1,1,2,1,redouter,peur,marker_prefix_of_lexicon_term,0.875,1,0.9333
redouté,1,1,2,2,révolté,colere,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
redouté,1,1,2,3,révolte,colere,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
redouté,1,1,2,4,dégoûté,degout,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
refuser,1,1,2,1,reposer,apaisement,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
refuser,1,1,2,2,rebuter,degout,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
refusé,1,1,2,1,reposé,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
rejeter,1,1,2,1,rebuter,degout,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
remette,1,1,2,1,venette,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
remord,0,2,2,1,remords,culpabilite,marker_prefix_of_lexicon_term,0.8571,1,0.9231
rende,1,1,2,1,tendre,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
rende,1,1,2,2,tendu,deplaisir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
respectent,1,1,2,1,respecter,admiration,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
respectent,1,1,2,2,respect,admiration,lexicon_prefix_of_marker,0.7,3,0.8235
revenant,1,1,2,1,repentant,culpabilite,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
rigolos,1,1,2,1,rigolo,joie,lexicon_prefix_of_marker,0.8571,1,0.9231
rigolos,1,1,2,2,rigoler,joie,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
rigolotes,1,1,2,1,rigolo,joie,lexicon_prefix_of_marker,0.6667,3,0.8
rouge,1,1,2,1,rogne,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
rouge,1,1,2,2,rougir,comportement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
rouge,1,1,2,3,rage,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
rouges,1,1,2,1,rougir,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
réduire,1,1,2,1,séduire,amour,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
réjouissent,1,1,2,1,réjouissant,joie,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
réponde,1,1,2,1,reposé,apaisement,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
réserver,1,1,2,1,énerver,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
s'inquiète,1,1,2,1,inquiet,peur,lexicon_substring_of_marker,0.7,3,0.8235
s'inquiète,1,1,2,2,quiet,apaisement,lexicon_substring_of_marker,0.5,5,0.6667
sacrer,1,1,2,1,navrer,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sacrer,1,1,2,2,marrer,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sacrer,1,1,2,3,fâcher,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
salarié,1,1,2,1,alarme,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
satisfaites,1,1,2,1,satisfaire,joie,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
satisfaites,1,1,2,2,satisfait,joie,lexicon_prefix_of_marker,0.8182,2,0.9
satisfaits,1,1,2,1,satisfait,joie,lexicon_prefix_of_marker,0.9,1,0.9474
satisfaits,1,1,2,2,satisfaire,joie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
secret,1,1,2,1,regret,culpabilite,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sensibles,1,1,2,1,sensible,non_specifiee,lexicon_prefix_of_marker,0.8889,1,0.9412
serait,1,1,2,1,serein,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sidéré,1,1,2,1,sidérer,surprise,marker_prefix_of_lexicon_term,0.8571,1,0.9231
sidéré,1,1,2,2,misère,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sidéré,1,1,2,3,considéré,admiration,marker_substring_of_lexicon_term,0.6667,3,0.8
sidéré,1,1,2,4,considérer,admiration,marker_substring_of_lexicon_term,0.6,4,0.75
sidéré,1,1,2,5,déconsidérer,mepris,marker_substring_of_lexicon_term,0.5,6,0.6667
sidérés,1,1,2,1,sidérer,surprise,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
site,1,1,2,1,pitié,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
site,1,1,2,2,pitie,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
site,1,1,2,3,gaîté,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
site,1,1,2,4,agité,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
soucis,1,1,2,1,souci,peur,lexicon_prefix_of_marker,0.8333,1,0.9091
soucis,1,1,2,2,soucier,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
souffre,1,1,2,1,sourire,comportement,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
source,1,1,2,1,sourire,comportement,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
source,1,1,2,2,souci,peur,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
subi,1,1,2,1,souci,peur,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
surprenants,1,1,2,1,surprenant,surprise,lexicon_prefix_of_marker,0.9091,1,0.9524
surprend,1,1,2,1,surprendre,surprise,marker_prefix_of_lexicon_term,0.8,2,0.8889
sympas,1,1,2,1,sympa,amour,lexicon_prefix_of_marker,0.8333,1,0.9091
terre,1,1,2,1,tendre,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
terre,1,1,2,2,terreur,peur,marker_prefix_of_lexicon_term,0.7143,2,0.8333
terres,1,1,2,1,terreur,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
terrifiants,1,1,2,1,terrifiant,peur,lexicon_prefix_of_marker,0.9091,1,0.9524
timides,1,1,2,1,timide,peur,lexicon_prefix_of_marker,0.8571,1,0.9231
végan,1,1,2,1,vexant,embarras,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
végan,1,1,2,2,régal,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
végans,1,1,2,1,vexant,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
zone,1,1,2,1,rogne,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
zone,1,1,2,2,morne,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
zone,1,1,2,3,honte,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
zone,1,1,2,4,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
écraser,1,1,2,1,enrager,colere,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
écroule,1,1,2,1,éprouvé,non_specifiee,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
élevé,1,1,2,1,énervé,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
