marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
deja,lemma,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7219280948873623,0.20868401936261904
cul,lemma,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
savoir,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
deja,word,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7219280948873623,0.20868401936261904
es,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
avant,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
gars,lemma,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
cul,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
arrete,lemma,9.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840384356390417,0.1977314515927593
arrete,word,9.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840384356390417,0.1977314515927593
mere,lemma,14.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.875,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.6685644431995964,0.19325846465580673
donc,word,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
),punctuation,0.0,1.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
porter,word,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
couille,lemma,5.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
t'as,word,10.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
lesbiennes,word,1.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
ma,word,5.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
donc,lemma,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
couilles,word,5.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541,0.18789861841651434
theo,word,6.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
con,lemma,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
stop,word,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
stop,lemma,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
ferme,word,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
porter,lemma,6.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
ferme,lemma,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
parler,lemma,24.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
con,word,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
venir,lemma,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
muslim,word,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
muslim,lemma,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
theo,lemma,6.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823275,0.17103178897792262
vs,lemma,14.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,16.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.5435644431995964,0.15712536136607075
religion,word,7.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435644431995964,0.15712536136607075
vs,word,14.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,16.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.5435644431995964,0.15712536136607075
religion,lemma,9.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4689955935892812,0.13557012980474029
ftg,lemma,10.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394969869215134,0.1270431201917023
bah,lemma,10.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394969869215134,0.1270431201917023
bah,word,10.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394969869215134,0.1270431201917023
ftg,word,10.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394969869215134,0.1270431201917023
mere,word,13.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,14.0,0.9285714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.37123232664087563,0.10731020802403013
tg,lemma,23.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24988229283318544,0.07223218157774035
tg,word,23.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24988229283318544,0.07223218157774035
vais,word,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
avis,lemma,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
avis,word,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
:,punctuation,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
nique,word,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
nique,lemma,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
mettre,lemma,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
avez,word,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
parler,word,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
jalou,lemma,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0
jaloux,word,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0
faites,word,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
plainte,word,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
plainte,lemma,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
servir,lemma,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
teresa,lemma,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
teresa,word,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
tranquille,lemma,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-,punctuation,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
tranquille,word,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
