marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
violente,word,0,1,0,0,0,0,0,0,2,0,0,3,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
viens,word,0,0,0,0,0,0,0,2,1,0,0,3,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
nouveau,word,0,0,0,0,0,0,0,2,0,1,0,3,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
avouait,word,0,0,2,0,1,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.92,0.27
voient,word,0,2,0,0,0,0,0,1,0,0,0,3,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
baissant,word,0,0,0,0,1,0,0,0,2,0,0,3,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.92,0.27
alvin,word,0,0,0,0,0,2,0,4,0,0,0,6,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
c'était,word,0,0,0,0,0,0,0,1,0,2,0,3,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
casse,word,0,7,0,0,0,0,0,0,0,0,3,10,0.70,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.88,0.25
assez,word,0,23,0,0,0,1,0,0,0,0,5,29,0.79,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.03,0.00,0.87,0.25
insultes,word,0,2,0,0,13,0,0,0,1,0,0,16,0.12,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.87,0.25
venger,word,0,5,0,0,0,0,0,0,0,0,2,7,0.71,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.86,0.25
crasseuse,word,0,2,0,5,0,0,0,0,0,0,0,7,0.29,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.25
aise,word,0,0,0,0,5,0,0,2,0,0,0,7,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.86,0.25
dansé,word,0,0,0,0,0,2,0,5,0,0,0,7,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.86,0.25
paul,word,0,5,0,2,0,0,0,0,0,0,0,7,0.71,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.25
sourire,word,0,1,0,0,0,0,0,10,0,0,1,12,0.08,0.00,0.83,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.82,0.24
pourtant,word,0,1,0,0,0,0,0,0,0,10,1,12,0.08,0.00,0.00,0.00,0.83,0.08,0.00,0.00,0.00,0.00,0.00,0.82,0.24
persécutions,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
armé,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
perdre,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
petite,word,0,0,0,0,0,1,0,3,0,0,0,4,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.81,0.23
menaçant,word,0,1,0,0,0,0,0,0,3,0,0,4,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
agression,word,0,0,0,0,0,0,0,0,1,0,3,4,0.00,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.81,0.23
volé,word,0,3,1,0,0,0,0,0,0,0,0,4,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.81,0.23
amusant,word,0,2,0,0,0,0,0,6,0,0,0,8,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
combats,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
tendue,word,0,3,0,0,0,0,0,0,1,0,0,4,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
meme,word,0,3,0,0,0,0,0,0,0,0,1,4,0.75,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
coupable,word,0,1,3,0,0,0,0,0,0,0,0,4,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.81,0.23
boum,word,0,0,0,0,0,0,0,0,3,1,0,4,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
cauchemar,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
attaque,word,0,1,0,0,0,0,0,0,3,0,0,4,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
oeil,word,0,3,0,1,0,0,0,0,0,0,0,4,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
drole,word,0,1,0,0,0,0,0,3,0,0,0,4,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
maladie,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
continue,word,0,3,0,1,0,0,0,0,0,0,0,4,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
croisière,word,0,0,0,0,0,0,0,3,0,0,1,4,0.00,0.00,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
descendus,word,0,3,0,0,0,0,0,1,0,0,0,4,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
d'être,word,0,3,0,1,0,0,0,0,0,0,0,4,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
proteste,word,0,3,0,1,0,0,0,0,0,0,0,4,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
rues,word,0,3,0,0,0,0,0,1,0,0,0,4,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
eh,word,0,0,0,0,0,0,0,0,0,3,1,4,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
l'école,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
exceptionnelle,word,0,0,0,0,0,0,0,1,0,3,0,4,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
n'en,word,0,0,0,0,0,0,0,1,0,3,0,4,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
catastrophes,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
tomber,word,0,0,0,0,0,0,0,0,1,0,3,4,0.00,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.81,0.23
conflits,word,0,3,0,0,0,0,0,0,1,0,0,4,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
prison,word,0,1,0,0,0,0,0,0,3,0,0,4,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
puissante,word,1,0,0,0,0,0,0,0,3,0,0,4,0.00,0.00,0.00,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.81,0.23
humiliations,word,0,0,0,0,3,0,0,0,0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.75,0.00,0.00,0.81,0.23
place,word,0,3,0,0,0,1,0,0,0,0,0,4,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.81,0.23
harcelé,word,0,0,0,0,0,0,0,0,1,0,3,4,0.00,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.81,0.23
grogné,word,0,3,0,0,0,0,0,0,0,0,1,4,0.75,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
quittent,word,0,0,0,0,0,0,0,0,3,0,1,4,0.00,0.00,0.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.81,0.23
expulser,word,0,3,0,1,0,0,0,0,0,0,0,4,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.23
quitter,word,0,0,0,0,0,0,0,0,7,0,2,9,0.00,0.00,0.00,0.78,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.76,0.22
troupe,word,0,0,0,0,0,2,0,7,0,0,0,9,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.76,0.22
augmentation,word,0,4,0,0,0,0,0,0,1,0,0,5,0.80,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
york,word,0,0,0,0,0,1,0,4,0,0,0,5,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.72,0.21
ah,word,0,0,0,0,0,0,0,1,0,4,0,5,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
belle,word,1,0,0,0,0,0,0,4,0,0,0,5,0.00,0.00,0.80,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.72,0.21
menacé,word,0,2,0,0,0,0,0,0,8,0,0,10,0.20,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
nouvelle,word,0,0,0,0,0,0,0,4,0,0,1,5,0.00,0.00,0.80,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.72,0.21
respecter,word,0,4,0,1,0,0,0,0,0,0,0,5,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
dû,word,0,0,1,0,0,0,0,0,0,0,4,5,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.20,0.00,0.00,0.00,0.72,0.21
rigole,word,0,1,0,0,0,0,0,4,0,0,0,5,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
défendre,word,0,1,0,0,0,0,0,0,4,0,0,5,0.20,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
célébré,word,0,0,0,0,0,1,0,4,0,0,0,5,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.72,0.21
croire,word,0,0,0,0,0,0,0,1,0,4,0,5,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
new,word,0,0,0,0,0,1,0,4,0,0,0,5,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.72,0.21
repas,word,0,0,0,0,0,0,0,4,0,0,1,5,0.00,0.00,0.80,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.72,0.21
protesté,word,0,4,0,0,0,0,0,0,0,1,0,5,0.80,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
partir,word,0,0,0,0,0,0,0,0,1,0,4,5,0.00,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.72,0.21
pauvre,word,0,0,0,0,0,0,0,0,1,0,4,5,0.00,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.72,0.21
regarde,word,0,4,0,0,0,0,0,1,0,0,0,5,0.80,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
photos,word,0,4,0,1,0,0,0,0,0,0,0,5,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
inondations,word,0,0,0,0,0,0,0,0,4,0,1,5,0.00,0.00,0.00,0.80,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.72,0.21
moqueries,word,0,0,0,0,4,0,0,0,0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.80,0.00,0.00,0.72,0.21
échapper,word,0,1,0,0,0,0,0,0,4,0,0,5,0.20,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.21
menace,word,0,4,0,0,0,0,0,0,17,0,0,21,0.19,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.20
souvenir,word,0,0,0,0,0,0,0,5,0,0,1,6,0.00,0.00,0.83,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.65,0.19
victoire,word,0,0,0,0,0,3,0,15,0,0,0,18,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.65,0.19
hausse,word,0,5,0,0,0,0,0,0,0,0,1,6,0.83,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.65,0.19
héros,word,5,0,0,0,0,1,0,0,0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.17,0.00,0.65,0.19
couilles,word,0,5,0,1,0,0,0,0,0,0,0,6,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.19
j'ai,word,0,6,0,0,1,0,0,0,0,0,0,7,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.59,0.17
menaces,word,0,1,0,0,0,0,0,0,6,0,0,7,0.14,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.17
réfugier,word,0,1,0,0,0,0,0,0,6,0,0,7,0.14,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.17
larmes,word,0,0,0,0,1,0,0,0,0,0,6,7,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.14,0.00,0.00,0.59,0.17
con,word,0,6,0,1,0,0,0,0,0,0,0,7,0.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.17
stop,word,0,6,0,1,0,0,0,0,0,0,0,7,0.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.17
regrette,word,0,0,1,0,0,0,0,0,0,0,7,8,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.12,0.00,0.00,0.00,0.54,0.16
découvre,word,0,0,0,0,0,0,0,0,1,7,0,8,0.00,0.00,0.00,0.12,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.16
marrant,word,0,1,0,0,0,0,0,7,0,0,0,8,0.12,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.16
fuient,word,0,0,0,0,0,0,0,0,15,0,2,17,0.00,0.00,0.00,0.88,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.52,0.15
dérange,word,0,1,0,0,0,0,0,0,0,0,8,9,0.11,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.50,0.15
révolte,word,0,8,0,0,0,0,0,0,1,0,0,9,0.89,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.15
violent,word,0,0,0,0,0,0,0,0,8,0,1,9,0.00,0.00,0.00,0.89,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.15
gueule,word,0,8,0,1,0,0,0,0,0,0,0,9,0.89,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.15
menacer,word,0,1,0,0,0,0,0,0,8,0,0,9,0.11,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.15
accusé,word,0,22,0,0,1,0,0,0,1,0,0,24,0.92,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.14
pleurer,word,0,0,0,0,0,0,0,2,0,0,17,19,0.00,0.00,0.11,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.49,0.14
t'as,word,0,9,0,1,0,0,0,0,0,0,0,10,0.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.14
conflit,word,0,9,0,0,0,0,0,0,1,0,0,10,0.90,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.14
travailler,word,0,9,0,0,0,0,0,0,1,0,0,10,0.90,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.14
s'inquiète,word,0,0,0,0,0,0,0,0,9,0,1,10,0.00,0.00,0.00,0.90,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.47,0.14
surprise,word,0,0,0,0,0,0,0,2,1,38,0,41,0.00,0.00,0.05,0.02,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.13
désaccord,word,0,10,0,1,0,0,0,0,0,0,0,11,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.13
injuste,word,0,11,0,0,0,0,0,0,0,0,1,12,0.92,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.41,0.12
rire,word,0,2,0,0,0,0,0,22,0,0,0,24,0.08,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.12
souffrir,word,0,0,0,0,0,0,0,0,1,0,11,12,0.00,0.00,0.00,0.08,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.41,0.12
étonnant,word,0,1,0,0,0,0,0,0,0,14,0,15,0.07,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.10
accuse,word,0,18,0,0,0,0,0,0,1,0,0,19,0.95,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.09
accusent,word,0,20,0,0,0,0,0,0,1,0,0,21,0.95,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.08
triste,word,0,0,0,0,0,0,0,0,0,1,21,22,0.00,0.00,0.00,0.00,0.05,0.95,0.00,0.00,0.00,0.00,0.00,0.27,0.08
protéger,word,0,1,0,0,0,0,0,0,23,0,0,24,0.04,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.07
manifestations,word,0,61,0,0,0,0,0,0,2,0,0,63,0.97,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.06
peur,word,0,0,0,0,0,0,0,0,130,0,1,131,0.00,0.00,0.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.02
critiquer,word,0,8,0,0,0,0,0,0,0,0,0,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
critiquent,word,0,10,0,0,0,0,0,0,0,0,0,10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
danger,word,0,0,0,0,0,0,0,0,33,0,0,33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
surprenante,word,0,0,0,0,0,0,0,0,0,4,0,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dangereuse,word,0,0,0,0,0,0,0,0,13,0,0,13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
critiqué,word,0,20,0,0,0,0,0,0,0,0,0,20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
critique,word,0,8,0,0,0,0,0,0,0,0,0,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dangereuses,word,0,0,0,0,0,0,0,0,11,0,0,11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
craignent,word,0,0,0,0,0,0,0,0,19,0,0,19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
critiquée,word,0,12,0,0,0,0,0,0,0,0,0,12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
craindre,word,0,0,0,0,0,0,0,0,4,0,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
craint,word,0,0,0,0,0,0,0,0,8,0,0,8,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
contents,word,0,0,0,0,0,0,0,16,0,0,0,16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
subissent,word,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
contestation,word,0,8,0,0,0,0,0,0,0,0,0,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
souffrent,word,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
souriant,word,0,0,0,0,0,0,0,4,0,0,0,4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
corruption,word,0,5,0,0,0,0,0,0,0,0,0,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
stressé,word,0,0,0,0,0,0,0,0,3,0,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
lutte,word,0,5,0,0,0,0,0,0,0,0,0,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
magique,word,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
offert,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
originale,word,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
ours,word,0,0,0,0,0,0,0,0,3,0,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
panique,word,0,0,0,0,0,0,0,0,11,0,0,11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
maladies,word,0,0,0,0,0,0,0,0,4,0,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
malheureusement,word,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
manifestaient,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
manifestation,word,0,7,0,0,0,0,0,0,0,0,0,7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dénoncent,word,0,6,0,0,0,0,0,0,0,0,0,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dangereux,word,0,0,0,0,0,0,0,0,56,0,0,56,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
danse,word,0,0,0,0,0,0,0,6,0,0,0,6,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
révoltée,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
s'affrontent,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
surprenant,word,0,0,0,0,0,0,0,0,0,4,0,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
célébrer,word,0,0,0,0,0,0,0,5,0,0,0,5,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
cyclones,word,0,0,0,0,0,0,0,0,4,0,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
sert,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
scandale,word,0,5,0,0,0,0,0,0,0,0,0,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
savoir,word,0,5,0,0,0,0,0,0,0,0,0,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
satisfaire,word,0,0,0,0,0,0,0,4,0,0,0,4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
s'étonne,word,0,0,0,0,0,0,0,0,0,5,0,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
s'amuse,word,0,0,0,0,0,0,0,4,0,0,0,4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
critiqués,word,0,6,0,0,0,0,0,0,0,0,0,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dommage,word,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
disputent,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
dictateur,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
