marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
choquantes,word,0,4,0,0,0,0,0,0,3,7,0,14,0.29,0.00,0.00,0.21,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.43
perdre,lemma,0,1,0,0,0,0,0,1,5,0,9,16,0.06,0.00,0.06,0.31,0.00,0.56,0.00,0.00,0.00,0.00,0.00,1.49,0.43
cher,lemma,0,7,0,0,0,1,0,0,2,0,1,11,0.64,0.00,0.00,0.18,0.00,0.09,0.00,0.00,0.00,0.09,0.00,1.49,0.43
problèmes,word,0,5,0,0,0,0,0,0,2,0,3,10,0.50,0.00,0.00,0.20,0.00,0.30,0.00,0.00,0.00,0.00,0.00,1.49,0.43
super,word,3,0,0,0,0,0,0,5,0,2,0,10,0.00,0.00,0.50,0.00,0.20,0.00,0.30,0.00,0.00,0.00,0.00,1.49,0.43
super,lemma,3,0,0,0,0,0,0,5,0,2,0,10,0.00,0.00,0.50,0.00,0.20,0.00,0.30,0.00,0.00,0.00,0.00,1.49,0.43
choquante,lemma,0,5,0,0,0,0,0,0,3,8,0,16,0.31,0.00,0.00,0.19,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.48,0.43
oh,lemma,0,0,0,0,0,0,0,6,1,10,1,18,0.00,0.00,0.33,0.06,0.56,0.06,0.00,0.00,0.00,0.00,0.00,1.46,0.42
oh,word,0,0,0,0,0,0,0,6,1,10,1,18,0.00,0.00,0.33,0.06,0.56,0.06,0.00,0.00,0.00,0.00,0.00,1.46,0.42
émerveiller,lemma,3,0,0,0,0,0,0,2,0,1,0,6,0.00,0.00,0.33,0.00,0.17,0.00,0.50,0.00,0.00,0.00,0.00,1.46,0.42
mauvaise,word,0,2,0,0,0,0,0,0,1,0,3,6,0.33,0.00,0.00,0.17,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.46,0.42
réduire,lemma,0,1,0,0,0,0,0,0,2,0,3,6,0.17,0.00,0.00,0.33,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.46,0.42
enfermer,lemma,0,1,0,0,0,0,0,0,2,0,3,6,0.17,0.00,0.00,0.33,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.46,0.42
croit,word,0,3,0,0,0,0,0,2,0,1,0,6,0.50,0.00,0.33,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.42
sexuel,lemma,0,0,0,0,1,0,0,0,3,0,2,6,0.00,0.00,0.00,0.50,0.00,0.33,0.00,0.00,0.17,0.00,0.00,1.46,0.42
champion,word,2,0,0,0,0,3,0,1,0,0,0,6,0.00,0.00,0.17,0.00,0.00,0.00,0.33,0.00,0.00,0.50,0.00,1.46,0.42
prendre,word,0,3,0,0,0,0,0,0,2,0,1,6,0.50,0.00,0.00,0.33,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.46,0.42
agressions,word,0,0,0,0,2,0,0,0,3,0,1,6,0.00,0.00,0.00,0.50,0.00,0.17,0.00,0.00,0.33,0.00,0.00,1.46,0.42
catastrophe,word,0,0,0,0,0,0,0,0,3,1,2,6,0.00,0.00,0.00,0.50,0.17,0.33,0.00,0.00,0.00,0.00,0.00,1.46,0.42
problème,lemma,0,6,0,0,0,0,0,0,2,0,4,12,0.50,0.00,0.00,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.46,0.42
renvoyer,lemma,0,1,0,0,0,0,0,0,3,0,3,7,0.14,0.00,0.00,0.43,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.45,0.42
condamner,lemma,0,3,0,0,0,0,0,0,1,0,3,7,0.43,0.00,0.00,0.14,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.45,0.42
maison,word,0,0,0,0,0,0,0,0,3,1,3,7,0.00,0.00,0.00,0.43,0.14,0.43,0.00,0.00,0.00,0.00,0.00,1.45,0.42
mettre,word,0,3,0,0,0,0,0,1,3,0,0,7,0.43,0.00,0.14,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.42
embête,lemma,0,3,0,0,1,0,0,0,0,0,3,7,0.43,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.14,0.00,0.00,1.45,0.42
ferme,lemma,0,6,0,1,0,0,0,0,1,1,0,9,0.67,0.11,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.42
ferme,word,0,6,0,1,0,0,0,0,1,1,0,9,0.67,0.11,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.42
violences,word,0,4,0,0,0,0,0,0,10,0,4,18,0.22,0.00,0.00,0.56,0.00,0.22,0.00,0.00,0.00,0.00,0.00,1.44,0.41
pauvre,lemma,0,2,0,0,0,0,0,0,3,0,6,11,0.18,0.00,0.00,0.27,0.00,0.55,0.00,0.00,0.00,0.00,0.00,1.44,0.41
contre,word,0,10,0,0,1,0,0,0,2,0,2,15,0.67,0.00,0.00,0.13,0.00,0.13,0.00,0.00,0.07,0.00,0.00,1.43,0.41
champion,lemma,1,0,0,0,0,4,0,3,0,0,0,8,0.00,0.00,0.38,0.00,0.00,0.00,0.12,0.00,0.00,0.50,0.00,1.41,0.41
new,lemma,0,3,0,0,0,1,0,4,0,0,0,8,0.38,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.41,0.41
violence,lemma,0,8,0,0,0,0,0,0,15,0,4,27,0.30,0.00,0.00,0.56,0.00,0.15,0.00,0.00,0.00,0.00,0.00,1.40,0.40
idée,lemma,0,2,0,0,0,0,0,7,0,0,3,12,0.17,0.00,0.58,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.38,0.40
maltraité,lemma,0,0,0,0,0,0,0,0,2,1,4,7,0.00,0.00,0.00,0.29,0.14,0.57,0.00,0.00,0.00,0.00,0.00,1.38,0.40
pris,word,0,0,0,1,0,0,0,0,4,2,0,7,0.00,0.14,0.00,0.57,0.29,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.40
cool,lemma,4,1,0,0,0,0,0,0,0,2,0,7,0.14,0.00,0.00,0.00,0.29,0.00,0.57,0.00,0.00,0.00,0.00,1.38,0.40
cool,word,4,1,0,0,0,0,0,0,0,2,0,7,0.14,0.00,0.00,0.00,0.29,0.00,0.57,0.00,0.00,0.00,0.00,1.38,0.40
détruire,lemma,0,2,0,0,0,0,0,0,8,0,4,14,0.14,0.00,0.00,0.57,0.00,0.29,0.00,0.00,0.00,0.00,0.00,1.38,0.40
rage,lemma,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
lancer,lemma,0,3,0,0,0,0,0,1,1,0,0,5,0.60,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.40
«,punctuation,0,1,0,0,1,0,0,0,3,0,0,5,0.20,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.37,0.40
quitté,word,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
danseuse,lemma,1,0,0,0,0,1,0,3,0,0,0,5,0.00,0.00,0.60,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,1.37,0.40
rage,word,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
s'est,word,0,0,0,1,1,0,0,3,0,0,0,5,0.00,0.20,0.60,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.37,0.40
pd,lemma,0,3,0,1,1,0,0,0,0,0,0,5,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.37,0.40
pd,word,0,3,0,1,1,0,0,0,0,0,0,5,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.37,0.40
pollution,word,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
bravo,word,1,1,0,0,0,3,0,0,0,0,0,5,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.60,0.00,1.37,0.40
bravo,lemma,1,1,0,0,0,3,0,0,0,0,0,5,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.60,0.00,1.37,0.40
place,lemma,0,3,0,0,0,1,0,0,0,0,1,5,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,1.37,0.40
chassés,word,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
oser,lemma,0,1,0,0,3,0,0,0,1,0,0,5,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.60,0.00,0.00,1.37,0.40
sexuelles,word,0,0,0,0,1,0,0,0,3,0,1,5,0.00,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.20,0.00,0.00,1.37,0.40
réveiller,lemma,0,3,0,1,0,0,0,0,0,1,0,5,0.60,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.40
rêver,lemma,0,0,0,0,0,1,0,3,0,0,1,5,0.00,0.00,0.60,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,1.37,0.40
problème,word,0,3,0,0,0,0,0,0,1,0,1,5,0.60,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
embête,word,0,1,0,0,1,0,0,0,0,0,3,5,0.20,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.20,0.00,0.00,1.37,0.40
maltraités,word,0,0,0,0,0,0,0,0,1,1,3,5,0.00,0.00,0.00,0.20,0.20,0.60,0.00,0.00,0.00,0.00,0.00,1.37,0.40
danseuse,word,1,0,0,0,0,1,0,3,0,0,0,5,0.00,0.00,0.60,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,1.37,0.40
»,punctuation,0,1,0,0,1,0,0,0,3,0,0,5,0.20,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.37,0.40
supporter,lemma,0,3,0,0,1,0,0,0,0,0,1,5,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,1.37,0.40
moquer,word,0,0,0,1,3,0,0,0,1,0,0,5,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.60,0.00,0.00,1.37,0.40
attentat,lemma,0,3,0,0,0,0,0,0,9,0,3,15,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
harcèlement,lemma,0,1,0,0,0,0,0,0,3,0,1,5,0.20,0.00,0.00,0.60,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.37,0.40
trouvé,word,0,0,0,0,0,1,0,3,1,0,0,5,0.00,0.00,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.37,0.40
tués,word,0,1,0,0,0,0,0,0,5,0,4,10,0.10,0.00,0.00,0.50,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.36,0.39
contre,lemma,0,9,0,0,1,0,0,0,1,0,2,13,0.69,0.00,0.00,0.08,0.00,0.15,0.00,0.00,0.08,0.00,0.00,1.35,0.39
maison,lemma,0,0,0,0,0,0,0,0,5,1,3,9,0.00,0.00,0.00,0.56,0.11,0.33,0.00,0.00,0.00,0.00,0.00,1.35,0.39
aise,lemma,0,0,0,0,5,0,0,3,1,0,0,9,0.00,0.00,0.33,0.11,0.00,0.00,0.00,0.00,0.56,0.00,0.00,1.35,0.39
terroriste,lemma,0,3,0,0,0,0,0,0,5,0,1,9,0.33,0.00,0.00,0.56,0.00,0.11,0.00,0.00,0.00,0.00,0.00,1.35,0.39
drôle,word,0,2,0,0,0,0,0,16,0,23,1,42,0.05,0.00,0.38,0.00,0.55,0.02,0.00,0.00,0.00,0.00,0.00,1.34,0.39
meilleur,word,1,0,0,0,0,6,0,5,0,0,0,12,0.00,0.00,0.42,0.00,0.00,0.00,0.08,0.00,0.00,0.50,0.00,1.33,0.38
pleuré,word,0,0,0,0,0,0,0,1,4,0,6,11,0.00,0.00,0.09,0.36,0.00,0.55,0.00,0.00,0.00,0.00,0.00,1.32,0.38
merci,lemma,0,1,0,0,0,4,0,6,0,0,0,11,0.09,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,1.32,0.38
pleuré,lemma,0,0,0,0,0,0,0,1,4,0,6,11,0.00,0.00,0.09,0.36,0.00,0.55,0.00,0.00,0.00,0.00,0.00,1.32,0.38
merci,word,0,1,0,0,0,4,0,6,0,0,0,11,0.09,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,1.32,0.38
drôle,lemma,0,2,0,0,0,0,0,18,0,26,1,47,0.04,0.00,0.38,0.00,0.55,0.02,0.00,0.00,0.00,0.00,0.00,1.31,0.38
idée,word,0,2,0,0,0,0,0,7,0,0,2,11,0.18,0.00,0.64,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,1.31,0.38
qu'on,word,0,5,0,0,0,0,0,1,0,0,2,8,0.62,0.00,0.12,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.30,0.38
catastrophe,lemma,0,0,0,0,0,0,0,0,5,1,2,8,0.00,0.00,0.00,0.62,0.12,0.25,0.00,0.00,0.00,0.00,0.00,1.30,0.38
meurent,word,0,1,0,0,0,0,0,0,5,0,2,8,0.12,0.00,0.00,0.62,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.30,0.38
t'es,word,0,5,0,2,0,0,0,0,0,0,1,8,0.62,0.25,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,1.30,0.38
jusqu,word,2,0,0,0,0,0,0,1,0,5,0,8,0.00,0.00,0.12,0.00,0.62,0.00,0.25,0.00,0.00,0.00,0.00,1.30,0.38
servir,lemma,0,5,0,0,0,1,0,2,0,0,0,8,0.62,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.30,0.38
persécutés,word,0,1,0,0,0,0,0,0,5,0,2,8,0.12,0.00,0.00,0.62,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.30,0.38
gens,lemma,0,6,0,1,0,0,0,0,0,0,3,10,0.60,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,1.30,0.37
terroristes,word,0,3,0,0,0,0,0,0,6,0,1,10,0.30,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.00,0.00,1.30,0.37
gens,word,0,6,0,1,0,0,0,0,0,0,3,10,0.60,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,1.30,0.37
attentats,word,0,2,0,0,0,0,0,0,9,0,3,14,0.14,0.00,0.00,0.64,0.00,0.21,0.00,0.00,0.00,0.00,0.00,1.29,0.37
horrible,lemma,0,0,0,1,0,0,0,0,7,0,7,15,0.00,0.07,0.00,0.47,0.00,0.47,0.00,0.00,0.00,0.00,0.00,1.29,0.37
violence,word,0,4,0,0,0,0,0,0,7,0,1,12,0.33,0.00,0.00,0.58,0.00,0.08,0.00,0.00,0.00,0.00,0.00,1.28,0.37
gagner,lemma,1,1,0,0,0,14,0,21,0,0,0,37,0.03,0.00,0.57,0.00,0.00,0.00,0.03,0.00,0.00,0.38,0.00,1.28,0.37
laisser,lemma,0,13,0,0,0,1,0,0,2,0,2,18,0.72,0.00,0.00,0.11,0.00,0.11,0.00,0.00,0.00,0.06,0.00,1.28,0.37
guerre,lemma,0,8,0,0,0,0,0,0,24,0,5,37,0.22,0.00,0.00,0.65,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.27,0.37
terrible,word,0,0,0,0,1,0,0,0,6,0,8,15,0.00,0.00,0.00,0.40,0.00,0.53,0.00,0.00,0.07,0.00,0.00,1.27,0.37
insulter,lemma,0,8,0,0,7,0,0,0,0,0,1,16,0.50,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.44,0.00,0.00,1.27,0.37
meilleur,lemma,1,0,0,0,0,8,0,7,0,0,0,16,0.00,0.00,0.44,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.27,0.37
terrible,lemma,0,0,0,0,1,0,0,0,8,0,8,17,0.00,0.00,0.00,0.47,0.00,0.47,0.00,0.00,0.06,0.00,0.00,1.26,0.37
dictature,lemma,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
amour,word,0,0,0,1,0,0,0,4,0,1,0,6,0.00,0.17,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.36
détruire,word,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
famille,word,0,1,0,0,0,0,0,4,0,0,1,6,0.17,0.00,0.67,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
partir,lemma,0,0,0,0,0,0,0,1,1,0,4,6,0.00,0.00,0.17,0.17,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.25,0.36
retrouver,lemma,0,0,0,0,0,0,0,4,1,1,0,6,0.00,0.00,0.67,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.36
harcelé,lemma,0,0,0,0,1,0,0,0,1,0,4,6,0.00,0.00,0.00,0.17,0.00,0.67,0.00,0.00,0.17,0.00,0.00,1.25,0.36
trouver,word,0,0,0,0,1,0,0,0,4,0,1,6,0.00,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.17,0.00,0.00,1.25,0.36
dur,word,0,2,0,0,2,0,0,0,0,0,8,12,0.17,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.17,0.00,0.00,1.25,0.36
arrêté,word,0,4,0,0,0,0,0,0,1,0,1,6,0.67,0.00,0.00,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
violentes,word,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
dictature,word,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
punir,word,0,4,0,0,0,0,0,0,1,0,1,6,0.67,0.00,0.00,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
attaques,word,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
regarder,lemma,0,4,0,0,0,0,0,1,1,0,0,6,0.67,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.36
conséquence,lemma,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
conséquences,word,0,1,0,0,0,0,0,0,4,0,1,6,0.17,0.00,0.00,0.67,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.25,0.36
beau,word,3,0,0,0,0,2,0,10,0,0,0,15,0.00,0.00,0.67,0.00,0.00,0.00,0.20,0.00,0.00,0.13,0.00,1.24,0.36
attaqué,word,0,8,0,0,0,0,0,0,4,0,1,13,0.62,0.00,0.00,0.31,0.00,0.08,0.00,0.00,0.00,0.00,0.00,1.24,0.36
mourir,lemma,0,1,0,0,0,0,0,0,10,0,7,18,0.06,0.00,0.00,0.56,0.00,0.39,0.00,0.00,0.00,0.00,0.00,1.23,0.36
persécuter,lemma,0,1,0,0,0,0,0,0,6,0,2,9,0.11,0.00,0.00,0.67,0.00,0.22,0.00,0.00,0.00,0.00,0.00,1.22,0.35
pourquoi,word,0,6,0,0,0,0,0,0,0,1,2,9,0.67,0.00,0.00,0.00,0.11,0.22,0.00,0.00,0.00,0.00,0.00,1.22,0.35
porc,word,0,2,0,6,0,0,0,0,0,1,0,9,0.22,0.67,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.35
porc,lemma,0,2,0,6,0,0,0,0,0,1,0,9,0.22,0.67,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.35
pourquoi,lemma,0,6,0,0,0,0,0,0,0,1,2,9,0.67,0.00,0.00,0.00,0.11,0.22,0.00,0.00,0.00,0.00,0.00,1.22,0.35
rejeter,lemma,0,1,0,0,0,0,0,0,2,0,6,9,0.11,0.00,0.00,0.22,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.22,0.35
guerre,word,0,8,0,0,0,0,0,0,24,0,4,36,0.22,0.00,0.00,0.67,0.00,0.11,0.00,0.00,0.00,0.00,0.00,1.22,0.35
attaquer,lemma,0,11,0,0,0,0,0,0,12,0,1,24,0.46,0.00,0.00,0.50,0.00,0.04,0.00,0.00,0.00,0.00,0.00,1.21,0.35
grosse,word,0,10,0,5,0,1,0,0,0,0,0,16,0.62,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,1.20,0.35
gagné,word,1,0,0,0,0,8,0,14,0,0,0,23,0.00,0.00,0.61,0.00,0.00,0.00,0.04,0.00,0.00,0.35,0.00,1.16,0.34
…,punctuation,1,8,0,0,24,0,1,2,6,228,16,286,0.03,0.00,0.01,0.02,0.80,0.06,0.00,0.00,0.08,0.00,0.00,1.16,0.34
beau,lemma,4,0,0,0,0,3,0,17,0,0,0,24,0.00,0.00,0.71,0.00,0.00,0.00,0.17,0.00,0.00,0.12,0.00,1.16,0.33
attendre,lemma,0,0,0,0,1,0,0,2,0,7,0,10,0.00,0.00,0.20,0.00,0.70,0.00,0.00,0.00,0.10,0.00,0.00,1.16,0.33
exceptionnel,lemma,2,0,0,0,0,0,0,1,0,7,0,10,0.00,0.00,0.10,0.00,0.70,0.00,0.20,0.00,0.00,0.00,0.00,1.16,0.33
respecter,lemma,2,7,0,1,0,0,0,0,0,0,0,10,0.70,0.10,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,1.16,0.33
d'accord,word,0,7,0,0,0,0,0,2,1,0,0,10,0.70,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.33
effondrer,lemma,0,0,0,0,0,0,0,0,7,1,2,10,0.00,0.00,0.00,0.70,0.10,0.20,0.00,0.00,0.00,0.00,0.00,1.16,0.33
julien,word,0,5,0,1,0,0,0,1,0,0,0,7,0.71,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.33
arme,word,0,1,0,0,0,1,0,0,5,0,0,7,0.14,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1.15,0.33
mariage,lemma,0,0,0,0,0,0,0,5,0,1,1,7,0.00,0.00,0.71,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
merveilleux,lemma,5,0,0,0,0,0,0,1,0,1,0,7,0.00,0.00,0.14,0.00,0.14,0.00,0.71,0.00,0.00,0.00,0.00,1.15,0.33
occuper,lemma,0,5,0,1,0,0,0,0,0,0,1,7,0.71,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
ca,word,0,5,0,1,0,0,0,0,0,0,1,7,0.71,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
mariage,word,0,0,0,0,0,0,0,5,0,1,1,7,0.00,0.00,0.71,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
suffit,word,0,5,0,0,0,0,0,1,0,0,1,7,0.71,0.00,0.14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
suffire,lemma,0,5,0,0,0,0,0,1,0,0,1,7,0.71,0.00,0.14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
rue,word,0,5,0,0,0,0,0,1,0,0,1,7,0.71,0.00,0.14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.15,0.33
merveilleux,word,5,0,0,0,0,0,0,1,0,1,0,7,0.00,0.00,0.14,0.00,0.14,0.00,0.71,0.00,0.00,0.00,0.00,1.15,0.33
rue,lemma,0,8,0,0,0,0,0,2,0,0,1,11,0.73,0.00,0.18,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,1.10,0.32
sourire,lemma,0,1,0,0,1,0,0,11,0,0,1,14,0.07,0.00,0.79,0.00,0.00,0.07,0.00,0.00,0.07,0.00,0.00,1.09,0.31
insulte,lemma,0,7,0,0,17,0,0,0,1,0,0,25,0.28,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.68,0.00,0.00,1.08,0.31
amour,lemma,0,0,0,1,0,0,0,6,0,1,0,8,0.00,0.12,0.75,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.31
arrêter,word,0,6,0,1,0,0,0,0,0,0,1,8,0.75,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,1.06,0.31
laisser,word,0,6,0,0,0,1,0,0,0,0,1,8,0.75,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,1.06,0.31
sûr,lemma,0,0,0,0,0,0,0,6,0,1,1,8,0.00,0.00,0.75,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,1.06,0.31
sûr,word,0,0,0,0,0,0,0,6,0,1,1,8,0.00,0.00,0.75,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,1.06,0.31
quitter,lemma,0,1,0,0,0,0,0,0,13,0,4,18,0.06,0.00,0.00,0.72,0.00,0.22,0.00,0.00,0.00,0.00,0.00,1.05,0.30
s'en,word,0,9,0,1,0,0,0,0,2,0,0,12,0.75,0.08,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.30
obtenu,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
mortes,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
humeur,word,0,2,0,0,0,0,0,2,0,0,0,4,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29
aucune,word,0,2,0,0,0,0,0,0,0,0,2,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
rétorquer,lemma,0,2,0,0,0,2,0,0,0,0,0,4,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
élire,lemma,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
élue,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
tuées,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
