backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
spacy,pierre,pierre,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,peur,peur,131,Désignée,131,Peur,0.0647,0.0647,131,Peur,0.0647,0.0647,0.0,False,1.0,specificity_preserved,low
spacy,découvre,découvrir,6,Suggérée,6,Surprise,-0.0,0.0,26,Surprise,-0.0,0.0,0.0,False,0.2308,specificity_preserved,low
spacy,cu,cu,3,Montrée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,danse,danse,6,Suggérée,6,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,dangereux,dangereu,56,Désignée,56,Peur,-0.0,0.0,56,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,nobel,nobel,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,dangereuse,dangereux,13,Désignée,13,Peur,-0.0,0.0,13,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,célébré,célébré,5,Comportementale,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,célébrer,célébrer,5,Comportementale,5,Joie,-0.0,0.0,5,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,cul,cul,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,persécutions,persécution,3,Désignée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,pourtant,pourtant,12,Montrée,12,Surprise,0.8167,0.5153,12,Surprise,0.8167,0.5153,0.0,False,1.0,specificity_preserved,low
spacy,pourquoi,pourquoi,9,Montrée,9,Colère,1.2244,0.7725,9,Colère,1.2244,0.7725,0.0,False,1.0,specificity_preserved,low
spacy,porc,porc,9,Montrée,9,Dégoût,1.2244,0.7725,9,Dégoût,1.2244,0.7725,0.0,False,1.0,specificity_preserved,low
spacy,polémique,polémique,4,Suggérée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,pollution,pollution,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,paniqué,paniquer,2,Désignée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,0.6667,specificity_preserved,low
spacy,hasard,hasard,7,Suggérée,7,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,détresse,détresse,4,Désignée,4,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,dangereuses,dangereuse,11,Désignée,11,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,nique,niqu,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,national,national,3,Suggérée,3,Fierté,0.9183,0.9183,3,Fierté,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,méfier,méfier,3,Comportementale,3,Peur,-0.0,0.0,7,Peur,-0.0,0.0,0.0,False,0.4286,specificity_preserved,low
spacy,méfiance,méfiance,5,Désignée,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,peu,peu,8,Montrée,8,Colère,1.9056,0.9528,8,Colère,1.9056,0.9528,0.0,False,1.0,specificity_preserved,low
spacy,millions,million,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,mieux,mieux,8,Suggérée,8,Fierté,1.8113,0.9056,8,Fierté,1.8113,0.9056,0.0,False,1.0,specificity_preserved,low
spacy,merveilleux,merveilleux,7,Désignée,7,Admiration,1.1488,0.7248,7,Admiration,1.1488,0.7248,0.0,False,1.0,specificity_preserved,low
spacy,déçu,déçu,5,Désignée,5,Tristesse,-0.0,0.0,5,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,mentir,mentir,4,Suggérée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,menaçante,menaçante,4,Désignée,4,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,muslim,muslim,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,mouvement,mouvement,5,Comportementale,5,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
spacy,deux,deux,11,Suggérée,11,Joie,2.2313,0.961,11,Joie,2.2313,0.961,0.0,False,1.0,specificity_preserved,low
spacy,dénoncer,dénoncer,8,Comportementale,8,Colère,-0.0,0.0,26,Colère,-0.0,0.0,0.0,False,0.3077,specificity_preserved,low
spacy,dénoncent,dénoncer,6,Comportementale,6,Colère,-0.0,0.0,26,Colère,-0.0,0.0,0.0,False,0.2308,specificity_preserved,low
spacy,dénonce,dénonce,5,Comportementale,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,déjà,déjà,20,Montrée,20,Surprise,1.9232,0.8283,20,Surprise,1.9232,0.8283,0.0,False,1.0,specificity_preserved,low
spacy,dégoût,dégoût,3,Désignée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,défendre,défendre,5,Comportementale,5,Peur,0.7219,0.7219,5,Peur,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,détruites,détruite,4,Suggérée,4,Peur,1.0,1.0,4,Peur,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,emporte,emporter,3,Comportementale,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,craint,craindre,8,Désignée,8,Peur,-0.0,0.0,15,Peur,-0.0,0.0,0.0,False,0.5333,specificity_preserved,low
spacy,croisière,croisière,4,Suggérée,4,Joie,0.8113,0.8113,4,Joie,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,discriminer,discriminer,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,dictature,dictature,6,Suggérée,6,Peur,1.2516,0.7897,6,Peur,1.2516,0.7897,0.0,False,1.0,specificity_preserved,low
spacy,deuxième,deuxième,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,moqueries,moquerie,5,Suggérée,5,Embarras,0.7219,0.7219,5,Embarras,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,angoisse,angoisse,4,Désignée,4,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,0.6667,specificity_preserved,low
spacy,anglais,anglais,5,Suggérée,5,Tristesse,0.971,0.971,5,Tristesse,0.971,0.971,0.0,False,1.0,specificity_preserved,low
spacy,amusé,amuser,3,Désignée,3,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.12,specificity_preserved,low
spacy,amuser,amuser,12,Comportementale,12,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.48,specificity_preserved,low
spacy,amusent,amuser,2,Désignée,4,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.08,specificity_preserved,low
spacy,avis,avis,5,Montrée,7,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,avant,avant,6,Suggérée,6,Surprise,2.2516,0.9697,6,Surprise,2.2516,0.9697,0.0,False,1.0,specificity_preserved,low
spacy,repas,repas,5,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,air,air,7,Suggérée,7,Joie,1.8424,0.9212,7,Joie,1.8424,0.9212,0.0,False,1.0,specificity_preserved,low
spacy,ailleurs,ailleurs,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
spacy,ailey,ailey,6,Suggérée,6,Joie,0.9183,0.9183,6,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,arrete,arrete,7,Montrée,7,Colère,-0.0,0.0,7,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,malheur,malheur,15,Désignée,15,Tristesse,0.9183,0.9183,15,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,redoutent,redouter,3,Désignée,3,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,craignent,craignent,19,Désignée,19,Peur,-0.0,0.0,19,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,craignaient,craignaient,3,Désignée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,cp,cp,7,Montrée,7,Colère,1.9502,0.9751,7,Colère,1.9502,0.9751,0.0,False,1.0,specificity_preserved,low
spacy,course,course,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,courir,courir,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,cour,cour,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,coupe,coupe,3,Suggérée,3,Joie,1.585,1.0,3,Joie,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,coupable,coupable,4,Désignée,4,Culpabilité,0.8113,0.8113,4,Culpabilité,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,pure,pur,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,critiquée,critiquer,12,Comportementale,12,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.2182,specificity_preserved,low
spacy,puissante,puissant,3,Suggérée,3,Peur,0.9183,0.9183,6,Peur,0.9183,0.9183,0.0,False,0.5,specificity_preserved,low
spacy,précipite,précipiter,3,Comportementale,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,argent,argent,17,Suggérée,17,Colère,2.2784,0.8116,17,Colère,2.2784,0.8116,0.0,False,1.0,specificity_preserved,low
spacy,énerve,énerv,4,Comportementale,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,émue,ému,3,Désignée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,augmentation,augmentation,4,Suggérée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,élue,élire,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,aide,aide,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,ah,ah,5,Montrée,5,Surprise,0.7219,0.7219,5,Surprise,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,agréable,agréable,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,accord,accord,21,Suggérée,21,Colère,0.7229,0.4561,21,Colère,0.7229,0.4561,0.0,False,1.0,specificity_preserved,low
spacy,habits,habit,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,génial,génial,16,Désignée,16,Joie,1.5016,0.7508,16,Joie,1.5016,0.7508,0.0,False,1.0,specificity_preserved,low
spacy,immense,immense,5,Suggérée,5,Peur,1.9219,0.961,5,Peur,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
spacy,téléphone,téléphone,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,blessés,blessé,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,surtout,surtout,4,Montrée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,surprises,surpris,5,Désignée,5,Surprise,-0.0,0.0,16,Surprise,-0.0,0.0,0.0,False,0.3125,specificity_preserved,low
spacy,tribunal,tribunal,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,travers,travers,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,train,train,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,puissants,puissant,3,Suggérée,3,Peur,0.9183,0.9183,6,Peur,0.9183,0.9183,0.0,False,0.5,specificity_preserved,low
spacy,tombe,tombe,4,Montrée,4,Embarras,2.0,1.0,4,Embarras,2.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,toit,toit,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,timidement,timidement,4,Désignée,4,Embarras,1.0,1.0,4,Embarras,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,tg,tg,22,Montrée,22,Colère,-0.0,0.0,22,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,venger,venger,7,Comportementale,7,Colère,0.8631,0.8631,7,Colère,0.8631,0.8631,0.0,False,1.0,specificity_preserved,low
spacy,vache,vache,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,unique,unique,5,Suggérée,5,Fierté,1.9219,0.961,5,Fierté,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
spacy,sympa,sympa,3,Désignée,3,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,cible,cible,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,critiqué,critiquer,18,Comportementale,19,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.3273,specificity_preserved,low
spacy,satisfaire,satisfaire,4,Désignée,4,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.6667,specificity_preserved,low
spacy,critiquent,critiquer,10,Comportementale,10,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1818,specificity_preserved,low
spacy,crise,crise,4,Suggérée,4,Peur,1.5,0.9464,4,Peur,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,quittent,quitter,3,Comportementale,4,Peur,0.8113,0.8113,16,Peur,0.8113,0.8113,0.0,False,0.1875,specificity_preserved,low
spacy,question,question,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,pénible,pénible,3,Désignée,3,Tristesse,-0.0,0.0,3,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,pyjama,pyjama,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,pute,pute,15,Montrée,15,Colère,0.9183,0.9183,15,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,putain,putain,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,confiance,confiance,7,Suggérée,7,Joie,2.2359,0.963,7,Joie,2.2359,0.963,0.0,False,1.0,specificity_preserved,low
spacy,protéger,protéger,24,Suggérée,24,Peur,0.2499,0.2499,24,Peur,0.2499,0.2499,0.0,False,1.0,specificity_preserved,low
spacy,condamné,condamné,3,Suggérée,4,Colère,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,True,0.75,dominant_emotion_shift,low
spacy,complètement,complètement,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,commun,commun,5,Suggérée,5,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,scandale,scandale,5,Désignée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,risques,risque,7,Désignée,7,Peur,-0.0,0.0,14,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,rigolé,rigoler,3,Comportementale,3,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,rien,rien,34,Montrée,34,Colère,2.1565,0.7682,34,Colère,2.1565,0.7682,0.0,False,1.0,specificity_preserved,low
spacy,ri,ri,3,Comportementale,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,revendique,revendique,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,revendications,revendication,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,rétorque,rétorqu,4,Comportementale,4,Colère,1.0,1.0,4,Colère,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,réclame,réclame,12,Comportementale,12,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,réjouit,réjouir,5,Comportementale,5,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,0.625,specificity_preserved,low
spacy,conditions,condition,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,refuge,refuge,8,Comportementale,9,Peur,-0.0,0.0,8,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,craindre,craindre,4,Désignée,4,Peur,-0.0,0.0,15,Peur,-0.0,0.0,0.0,False,0.2667,specificity_preserved,low
spacy,redoute,redoute,5,Désignée,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,ravie,ravir,5,Désignée,5,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,0.625,specificity_preserved,low
spacy,ravi,ravi,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,rare,rare,3,Suggérée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,raison,raison,3,Suggérée,3,Fierté,-0.0,0.0,3,Fierté,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,rage,rage,5,Suggérée,5,Peur,1.371,0.865,5,Peur,1.371,0.865,0.0,False,1.0,specificity_preserved,low
spacy,r,r,3,Suggérée,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,reprochent,reprocher,11,Comportementale,11,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.9167,specificity_preserved,low
spacy,reproche,reproche,11,Comportementale,11,Colère,-0.0,0.0,13,Colère,-0.0,0.0,0.0,False,0.8462,specificity_preserved,low
spacy,reprochaient,reprochaient,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,réclamé,réclamer,4,Comportementale,4,Colère,-0.0,0.0,39,Colère,-0.0,0.0,0.0,False,0.1026,specificity_preserved,low
spacy,critiqués,critiquer,6,Comportementale,6,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1091,specificity_preserved,low
spacy,choc,choc,4,Désignée,4,Surprise,1.5,0.9464,4,Surprise,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,critiquer,critiquer,8,Comportementale,8,Colère,-0.0,0.0,55,Colère,-0.0,0.0,0.0,False,0.1455,specificity_preserved,low
spacy,plaisante,plaisante,7,Désignée,7,Joie,-0.0,0.0,7,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,proteste,protest,4,Montrée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,protestations,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,protestation,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,prix,prix,19,Suggérée,19,Fierté,2.0043,0.8632,19,Fierté,2.0043,0.8632,0.0,False,1.0,specificity_preserved,low
spacy,prison,prison,4,Suggérée,4,Peur,0.8113,0.8113,4,Peur,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,couleurs,couleur,3,Comportementale,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,couilles,couille,6,Montrée,6,Colère,0.65,0.65,6,Colère,0.65,0.65,0.0,False,1.0,specificity_preserved,low
spacy,corruption,corruption,5,Suggérée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,corps,corps,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,cool,cool,7,Désignée,7,Admiration,1.3788,0.8699,7,Admiration,1.3788,0.8699,0.0,False,1.0,specificity_preserved,low
spacy,choquantes,choquante,14,Désignée,14,Surprise,1.4926,0.9417,14,Surprise,1.4926,0.9417,0.0,False,1.0,specificity_preserved,low
spacy,longtemps,longtemps,4,Suggérée,4,Fierté,2.0,1.0,4,Fierté,2.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,exclame,exclame,4,Comportementale,4,Joie,1.0,1.0,4,Joie,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,exceptionnelle,exceptionnelle,4,Désignée,4,Surprise,0.8113,0.8113,4,Surprise,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,frappé,frappé,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,sacré,sacrer,3,Montrée,3,Admiration,0.9183,0.9183,3,Admiration,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,banal,banal,3,Suggérée,3,Surprise,-0.0,0.0,3,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,bah,bah,4,Montrée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,aïe,aïe,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,bée,bée,3,Comportementale,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,brice,brice,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,bravo,bravo,5,Montrée,5,Fierté,1.371,0.865,5,Fierté,1.371,0.865,0.0,False,1.0,specificity_preserved,low
spacy,boum,boum,3,Montrée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,énerve,énerver,1,Désignée,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,bonheur,bonheur,14,Désignée,14,Joie,-0.0,0.0,14,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,bonbons,bonbon,3,Montrée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,bombardements,bombardement,3,Suggérée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,stressé,stresser,3,Désignée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,stop,stop,7,Montrée,7,Colère,0.5917,0.5917,7,Colère,0.5917,0.5917,0.0,False,1.0,specificity_preserved,low
spacy,star,star,8,Suggérée,8,Admiration,1.75,0.875,8,Admiration,1.75,0.875,0.0,False,1.0,specificity_preserved,low
spacy,bande,bande,11,Montrée,11,Colère,0.994,0.994,11,Colère,0.994,0.994,0.0,False,1.0,specificity_preserved,low
spacy,soleil,soleil,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,terrorisme,terrorisme,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,tensions,tension,9,Désignée,9,Colère,-0.0,0.0,9,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,tempête,tempête,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,temps,temps,9,Suggérée,9,Joie,2.1133,0.9101,9,Joie,2.1133,0.9101,0.0,False,1.0,specificity_preserved,low
spacy,tellement,tellement,3,Montrée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,bouche,bouche,4,Comportementale,4,Admiration,2.0,1.0,4,Admiration,2.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,spectaculaire,spectaculaire,7,Désignée,7,Admiration,0.9852,0.9852,7,Admiration,0.9852,0.9852,0.0,False,1.0,specificity_preserved,low
spacy,menaces,menace,7,Désignée,7,Peur,0.5917,0.5917,7,Peur,0.5917,0.5917,0.0,False,1.0,specificity_preserved,low
spacy,meme,meme,4,Montrée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,furieux,furieux,3,Désignée,3,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
spacy,inquiétant,inquiéter,6,Désignée,6,Peur,-0.0,0.0,24,Peur,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,laisse,laisse,6,Suggérée,6,Colère,0.9183,0.9183,6,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,juste,juste,29,Montrée,29,Colère,1.6894,0.7276,29,Colère,1.6894,0.7276,0.0,False,1.0,specificity_preserved,low
spacy,julien,julien,7,Montrée,7,Colère,1.1488,0.7248,7,Colère,1.1488,0.7248,0.0,False,1.0,specificity_preserved,low
spacy,joyeux,joyeux,3,Désignée,3,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,fierté,fierter,7,Désignée,7,Fierté,-0.0,0.0,7,Fierté,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,fier,fier,8,Désignée,8,Fierté,-0.0,0.0,18,Fierté,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
